date,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2026-08-28,06168,75320,96350,26504,66680,85313,84851,41377,41376,79595,9059,1017,6138,2522,9509,6847,0446,8749,2170,1699,250,356,120,96,59,82,07
