year,selection_years,recipe,blend,draws,baseline_brier,model_brier,brier_improvement,baseline_log_loss,model_log_loss,log_loss_improvement,top1_hit_rate,top3_hit_rate,top5_hit_rate
2018,2014-2017,decay1y_s300,0.15000000000000002,361,0.1819549274160656,0.18195920466121834,-4.277245152756182e-06,0.5500941383262836,0.550105942201606,-1.1803875322402568e-05,0.23268698060941828,0.23361034164358263,0.23434903047091413
2019,2015-2018,w1y_s100,0.0,361,0.1820566669728761,0.1820566669728761,0.0,0.5503201484608803,0.5503201484608803,0.0,0.26869806094182824,0.23915050784856878,0.2409972299168975
2020,2016-2019,w10y_s300,0.1,340,0.18092402357066967,0.18092358266417286,4.409064968124987e-07,0.547804028912027,0.5478027898306143,1.2390814126961303e-06,0.2235294117647059,0.23333333333333334,0.23294117647058823
2021,2017-2020,w10y_s300,0.2,361,0.181184613628786,0.18119401063629048,-9.39700750449135e-06,0.5483829187357667,0.5484088346467698,-2.591591100309376e-05,0.2299168975069252,0.2234533702677747,0.2371191135734072
2022,2018-2021,w10y_s300,0.1,361,0.18140262696480852,0.18140436154546466,-1.7345806561375188e-06,0.5488672261670451,0.5488720380561365,-4.811889091405064e-06,0.2659279778393352,0.2677746999076639,0.253185595567867
2023,2019-2022,decay1y_s300,0.1,361,0.18111194251677848,0.18111639099579027,-4.448479011792683e-06,0.5482214829253406,0.548233750309655,-1.226738431447938e-05,0.21329639889196675,0.22530009233610343,0.23545706371191136
2024,2020-2023,w3y_s1000,0.05,362,0.18128944471909075,0.181288853937581,5.907815097405678e-07,0.5486157965816356,0.5486141694338273,1.6271478082696689e-06,0.2265193370165746,0.2430939226519337,0.2447513812154696
2025,2021-2024,w1y_s300,0.1,361,0.18173691408004305,0.1817462470858459,-9.333005802858452e-06,0.5496098308950053,0.5496355673485334,-2.5736453528102388e-05,0.2188365650969529,0.21421975992613113,0.22382271468144044
2026,2022-2025,w1y_s300,0.05,237,0.1811657252722473,0.1811614110394404,4.314232806917895e-06,0.5483409590483311,0.5483290720807307,1.1886967600460707e-05,0.29957805907172996,0.2714486638537271,0.2582278481012658
