rank,number,score_percentile,selected_ranker,selection_posterior_top1,selection_posterior_top3,selection_posterior_top5,selection_top3_positive_year_fraction,selection_top3_year_std,historical_best_prefix_digit,historical_best_3digit,historical_best_3digit_count,historical_best_3digit_hit_draws,historical_best_3digit_position_rate_pct
52,75,0.5101010203361511,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,3,375,206,202,0.11903936389062247
53,84,0.5101010203361511,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,4,484,196,194,0.11326075399301944
54,28,0.44949495792388916,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,4,428,179,178,0.10343711716709428
55,33,0.44949495792388916,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,6,633,182,178,0.1051707001363752
56,44,0.44949495792388916,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,3,344,223,218,0.12886300071654763
57,47,0.44949495792388916,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,8,847,201,198,0.11615005894182096
58,08,0.4141414165496826,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,2,208,201,200,0.11615005894182096
59,23,0.4141414165496826,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,7,723,181,178,0.1045928391466149
60,38,0.4141414165496826,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,1,138,205,204,0.11846150290086217
61,03,0.36868685483932495,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,4,403,193,193,0.11152717102373853
62,30,0.36868685483932495,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,4,430,183,180,0.1057485611261355
63,35,0.36868685483932495,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,3,335,180,178,0.10401497815685459
64,72,0.36868685483932495,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,5,572,199,196,0.11499433696230035
65,93,0.36868685483932495,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,9,993,186,184,0.10748214409541641
66,96,0.36868685483932495,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,3,396,187,187,0.10806000508517671
67,19,0.31313130259513855,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,8,819,194,194,0.11210503201349883
68,41,0.31313130259513855,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,8,841,207,205,0.11961722488038277
69,48,0.31313130259513855,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,2,248,190,188,0.10979358805445762
70,78,0.31313130259513855,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,8,878,195,195,0.11268289300325914
71,82,0.31313130259513855,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,8,882,196,191,0.11326075399301944
72,76,0.28282827138900757,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,1,176,186,183,0.10748214409541641
73,22,0.26767677068710327,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,3,322,191,188,0.11037144904421792
74,79,0.26767677068710327,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,7,779,195,192,0.11268289300325914
75,66,0.24242424964904785,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,6,666,205,202,0.11846150290086217
76,67,0.24242424964904785,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,8,867,184,182,0.1063264221158958
77,86,0.24242424964904785,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,1,186,193,191,0.11152717102373853
78,11,0.21717171370983124,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,1,111,202,201,0.11672791993158126
79,43,0.21717171370983124,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,4,443,199,194,0.11499433696230035
80,06,0.19191919267177582,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,9,906,200,197,0.11557219795206065
81,37,0.19191919267177582,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,4,437,183,180,0.1057485611261355
82,40,0.19191919267177582,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,1,140,190,188,0.10979358805445762
83,00,0.16161616146564484,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,2,200,192,192,0.11094931003397823
84,20,0.16161616146564484,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,1,120,200,198,0.11557219795206065
85,26,0.16161616146564484,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,3,326,189,187,0.10921572706469732
86,15,0.11616161465644836,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,9,915,202,200,0.11672791993158126
87,53,0.11616161465644836,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,6,653,201,197,0.11615005894182096
88,56,0.11616161465644836,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,0,056,185,182,0.1069042831056561
89,59,0.11616161465644836,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,0,059,216,213,0.12481797378822551
90,70,0.11616161465644836,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,3,370,193,193,0.11152717102373853
91,71,0.11616161465644836,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,4,471,189,189,0.10921572706469732
92,07,0.07070706784725189,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,4,407,191,189,0.11037144904421792
93,18,0.07070706784725189,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,7,718,206,205,0.11903936389062247
94,99,0.07070706784725189,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,5,599,186,184,0.10748214409541641
95,04,0.04545454680919647,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,6,604,198,193,0.11441647597254005
96,85,0.04545454680919647,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,8,885,192,188,0.11094931003397823
97,39,0.03030303120613098,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,9,939,188,185,0.10863786607493701
98,29,0.01515151560306549,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,4,429,187,184,0.10806000508517671
99,98,0.01515151560306549,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,7,798,195,194,0.11268289300325914
100,55,0.0,w1y_s300,0.2407596260339045,0.2406105502629609,0.2398367520550634,0.75,0.015921790643716224,7,755,188,185,0.10863786607493701
