number,probability,raw_model_probability,hit_rate_7,hit_rate_30,hit_rate_90,position_rate_30,bayes_long_rate,bayes_weekday_rate,gap_norm,prev_hit,historical_best_prefix_digit,historical_best_3digit,historical_best_3digit_count,historical_best_3digit_hit_draws,historical_best_3digit_position_rate_pct
00,0.23765728565289646,0.2375921446930185,0.42857142857142855,0.2,0.25555555555555554,0.008641975308641976,0.22296342228680444,0.25613977483471134,0.0,1.0,2,200,196,196,0.11270650880088325
01,0.23765728565289646,0.23772732008312583,0.0,0.13333333333333333,0.16666666666666666,0.006172839506172839,0.2280352735125018,0.21266151396514615,0.3333333333333333,0.0,1,101,191,187,0.10983134276004439
02,0.23765728565289646,0.237907636243902,0.0,0.2,0.2111111111111111,0.007407407407407408,0.23479774181343163,0.20179194874775486,0.26666666666666666,0.0,6,602,198,194,0.1138565752172188
03,0.23765728565289646,0.23802038160573638,0.0,0.26666666666666666,0.2111111111111111,0.009876543209876543,0.2390242845015128,0.1963571661390592,0.4666666666666667,0.0,4,403,194,194,0.1115564423845477
04,0.23765728565289646,0.23732195267667472,0.0,0.16666666666666666,0.24444444444444444,0.007407407407407408,0.21281971983540968,0.18005281831297223,0.23333333333333334,0.0,6,604,198,193,0.1138565752172188
05,0.23765728565289646,0.23772732008312583,0.0,0.13333333333333333,0.2111111111111111,0.0049382716049382715,0.2280352735125018,0.21266151396514615,0.3,0.0,4,405,191,190,0.10983134276004439
06,0.23765728565289646,0.23799782959445454,0.2857142857142857,0.2,0.26666666666666666,0.007407407407407408,0.23817897596389656,0.2507049922260157,0.0,1.0,9,906,202,199,0.11615670804988988
07,0.23765728565289646,0.23772732008312583,0.2857142857142857,0.3,0.2,0.012345679012345678,0.2280352735125018,0.2833136878781896,0.0,1.0,4,407,191,189,0.10983134276004439
08,0.23765728565289646,0.23772732008312583,0.14285714285714285,0.23333333333333334,0.23333333333333334,0.008641975308641976,0.2280352735125018,0.2180962965738418,0.03333333333333333,0.0,2,208,202,201,0.11615670804988988
09,0.23765728565289646,0.2383362640362246,0.2857142857142857,0.16666666666666666,0.2222222222222222,0.007407407407407408,0.25085860402814003,0.2289658617912331,0.0,1.0,0,009,191,188,0.10983134276004439
10,0.23765728565289646,0.23829112034518654,0.0,0.2,0.24444444444444444,0.007407407407407408,0.24916798695290757,0.261574557443407,0.36666666666666664,0.0,9,910,210,209,0.12075697371523206
11,0.23765728565289646,0.2380429350864141,0.2857142857142857,0.3,0.2777777777777778,0.012345679012345678,0.23986959303912903,0.2289658617912331,0.0,1.0,1,111,202,201,0.11615670804988988
12,0.23765728565289646,0.23799782959445454,0.42857142857142855,0.26666666666666666,0.2222222222222222,0.009876543209876543,0.23817897596389656,0.18548760092166788,0.06666666666666667,0.0,7,712,205,205,0.1178818076743932
13,0.23765728565289646,0.23862984124068143,0.2857142857142857,0.3,0.2777777777777778,0.011111111111111112,0.261847615017151,0.25613977483471134,0.03333333333333333,0.0,0,013,189,184,0.10868127634370885
14,0.23765728565289646,0.23829112034518654,0.2857142857142857,0.2,0.2,0.008641975308641976,0.24916798695290757,0.20179194874775486,0.03333333333333333,0.0,1,114,201,197,0.1155816748417221
15,0.23765728565289646,0.23756962060607179,0.14285714285714285,0.16666666666666666,0.2111111111111111,0.007407407407407408,0.2221181137491882,0.2180962965738418,0.06666666666666667,0.0,9,915,202,200,0.11615670804988988
16,0.23765728565289646,0.23824598253024845,0.14285714285714285,0.2,0.14444444444444443,0.008641975308641976,0.2474773698776751,0.261574557443407,0.03333333333333333,0.0,4,416,193,189,0.11098140917637994
17,0.23765728565289646,0.23797527905259952,0.2857142857142857,0.3,0.28888888888888886,0.014814814814814815,0.23733366742628034,0.2670093400521027,0.06666666666666667,0.0,8,817,194,190,0.1115564423845477
18,0.23765728565289646,0.2378400066611494,0.14285714285714285,0.26666666666666666,0.25555555555555554,0.011111111111111112,0.23226181620058295,0.30505281831297226,0.0,1.0,7,718,207,206,0.11903187409072874
19,0.23765728565289646,0.2381782868260719,0.0,0.2,0.28888888888888886,0.008641975308641976,0.2449414442648264,0.22353107918253745,0.23333333333333334,0.0,8,819,195,195,0.11213147559271548
20,0.23765728565289646,0.2378625483857998,0.14285714285714285,0.23333333333333334,0.2222222222222222,0.011111111111111112,0.2331071247381992,0.2289658617912331,0.16666666666666666,0.0,1,120,201,199,0.1155816748417221
21,0.23765728565289646,0.23815572452966524,0.14285714285714285,0.26666666666666666,0.2111111111111111,0.011111111111111112,0.24409613572721017,0.261574557443407,0.2,0.0,2,221,198,197,0.1138565752172188
22,0.23765728565289646,0.2382234158263945,0.2857142857142857,0.26666666666666666,0.23333333333333334,0.013580246913580245,0.24663206134005886,0.2670093400521027,0.0,1.0,3,322,193,190,0.11098140917637994
23,0.23765728565289646,0.2377949276208028,0.14285714285714285,0.16666666666666666,0.16666666666666666,0.007407407407407408,0.23057119912535048,0.21266151396514615,0.13333333333333333,0.0,7,723,181,178,0.10408101067836667
24,0.23765728565289646,0.23808804645583462,0.42857142857142855,0.23333333333333334,0.24444444444444444,0.011111111111111112,0.2415602101143615,0.2507049922260157,0.06666666666666667,0.0,2,224,199,199,0.11443160842538656
25,0.23765728565289646,0.23811060434451564,0.0,0.03333333333333333,0.13333333333333333,0.0012345679012345679,0.2424055186519777,0.2289658617912331,0.6,0.0,5,525,191,189,0.10983134276004439
26,0.23765728565289646,0.2377723903051676,0.14285714285714285,0.23333333333333334,0.25555555555555554,0.009876543209876543,0.22972589058773427,0.23440064439992875,0.16666666666666666,0.0,3,326,192,190,0.11040637596821216
27,0.23765728565289646,0.237907636243902,0.0,0.2,0.2777777777777778,0.009876543209876543,0.23479774181343163,0.19092238353036353,0.23333333333333334,0.0,5,527,194,193,0.1115564423845477
28,0.23765728565289646,0.23770478717678015,0.2857142857142857,0.26666666666666666,0.16666666666666666,0.009876543209876543,0.22718996497488558,0.24527020961732007,0.06666666666666667,0.0,4,428,179,178,0.10293094426203113
29,0.23765728565289646,0.23770478717678015,0.2857142857142857,0.26666666666666666,0.23333333333333334,0.009876543209876543,0.22718996497488558,0.2180962965738418,0.03333333333333333,0.0,4,429,189,186,0.10868127634370885
30,0.23765728565289646,0.23768225574025836,0.14285714285714285,0.13333333333333333,0.16666666666666666,0.006172839506172839,0.22634465643726934,0.277878905269494,0.03333333333333333,0.0,1,130,185,181,0.10638114351103777
31,0.23765728565289646,0.2377949276208028,0.2857142857142857,0.26666666666666666,0.24444444444444444,0.012345679012345678,0.23057119912535048,0.2180962965738418,0.03333333333333333,0.0,8,831,197,190,0.11328154200905102
32,0.23765728565289646,0.23867502899450752,0.2857142857142857,0.26666666666666666,0.28888888888888886,0.017283950617283952,0.2635382320923835,0.2670093400521027,0.03333333333333333,0.0,6,632,189,185,0.10868127634370885
33,0.23765728565289646,0.2377723903051676,0.42857142857142855,0.23333333333333334,0.25555555555555554,0.012345679012345678,0.22972589058773427,0.2507049922260157,0.0,1.0,6,633,186,181,0.10695617671920553
34,0.23765728565289646,0.2373669699774326,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.016049382716049384,0.2145103369106421,0.18005281831297223,0.0,1.0,6,634,193,192,0.11098140917637994
35,0.23765728565289646,0.23799782959445454,0.2857142857142857,0.23333333333333334,0.26666666666666666,0.009876543209876543,0.23817897596389656,0.24527020961732007,0.0,1.0,3,335,181,179,0.10408101067836667
36,0.23765728565289646,0.2382685507031895,0.42857142857142855,0.23333333333333334,0.24444444444444444,0.009876543209876543,0.24832267841529132,0.25613977483471134,0.0,1.0,7,736,204,201,0.11730677446622542
37,0.23765728565289646,0.23747953895864501,0.2857142857142857,0.3,0.25555555555555554,0.012345679012345678,0.2187368795987233,0.2289658617912331,0.13333333333333333,0.0,4,437,185,182,0.10638114351103777
38,0.23765728565289646,0.23747953895864501,0.42857142857142855,0.3,0.24444444444444444,0.012345679012345678,0.2187368795987233,0.24527020961732007,0.0,1.0,1,138,206,205,0.11845684088256096
39,0.23765728565289646,0.23802038160573638,0.2857142857142857,0.36666666666666664,0.23333333333333334,0.016049382716049384,0.2390242845015128,0.23440064439992875,0.0,1.0,9,939,190,187,0.10925630955187662
40,0.23765728565289646,0.23768225574025836,0.42857142857142855,0.26666666666666666,0.24444444444444444,0.012345679012345678,0.22634465643726934,0.23440064439992875,0.06666666666666667,0.0,1,140,190,188,0.10925630955187662
41,0.23765728565289646,0.2377949276208028,0.0,0.2,0.18888888888888888,0.007407407407407408,0.23057119912535048,0.25613977483471134,0.23333333333333334,0.0,8,841,207,205,0.11903187409072874
42,0.23765728565289646,0.23799782959445454,0.14285714285714285,0.13333333333333333,0.23333333333333334,0.0049382716049382715,0.23817897596389656,0.24527020961732007,0.13333333333333333,0.0,4,442,191,190,0.10983134276004439
43,0.23765728565289646,0.23799782959445454,0.14285714285714285,0.3,0.2111111111111111,0.012345679012345678,0.23817897596389656,0.2507049922260157,0.16666666666666666,0.0,4,443,200,195,0.11500664163355434
44,0.23765728565289646,0.2382234158263945,0.42857142857142855,0.3333333333333333,0.2222222222222222,0.013580246913580245,0.24663206134005886,0.2507049922260157,0.0,1.0,3,344,225,220,0.12938247183774862
45,0.23765728565289646,0.23811060434451564,0.2857142857142857,0.16666666666666666,0.16666666666666666,0.007407407407407408,0.2424055186519777,0.2289658617912331,0.1,0.0,2,245,185,184,0.10638114351103777
46,0.23765728565289646,0.2378625483857998,0.7142857142857143,0.36666666666666664,0.2777777777777778,0.016049382716049384,0.2331071247381992,0.18548760092166788,0.0,1.0,2,246,191,189,0.10983134276004439
47,0.23765728565289646,0.23806549003645716,0.0,0.2,0.24444444444444444,0.007407407407407408,0.24071490157674524,0.23440064439992875,0.26666666666666666,0.0,8,847,202,199,0.11615670804988988
48,0.23765728565289646,0.2378850915800609,0.5714285714285714,0.43333333333333335,0.28888888888888886,0.018518518518518517,0.2339524332758154,0.24527020961732007,0.0,1.0,2,248,190,188,0.10925630955187662
49,0.23765728565289646,0.23853948335595035,0.14285714285714285,0.23333333333333334,0.2222222222222222,0.009876543209876543,0.2584663808666861,0.2941832530955809,0.16666666666666666,0.0,5,549,205,201,0.1178818076743932
50,0.23765728565289646,0.23799782959445454,0.14285714285714285,0.23333333333333334,0.32222222222222224,0.009876543209876543,0.23817897596389656,0.277878905269494,0.06666666666666667,0.0,2,250,182,181,0.10465604388653445
51,0.23765728565289646,0.23772732008312583,0.2857142857142857,0.26666666666666666,0.24444444444444444,0.011111111111111112,0.2280352735125018,0.2072267313564505,0.0,1.0,8,851,200,197,0.11500664163355434
52,0.23765728565289646,0.23856207062418933,0.14285714285714285,0.3333333333333333,0.3,0.013580246913580245,0.2593116894043023,0.2507049922260157,0.1,0.0,9,952,210,203,0.12075697371523206
53,0.23765728565289646,0.23806549003645716,0.14285714285714285,0.2,0.23333333333333334,0.009876543209876543,0.24071490157674524,0.2833136878781896,0.13333333333333333,0.0,6,653,201,197,0.1155816748417221
54,0.23765728565289646,0.23806549003645716,0.14285714285714285,0.1,0.26666666666666666,0.003703703703703704,0.24071490157674524,0.23983542700862442,0.03333333333333333,0.0,6,654,192,190,0.11040637596821216
55,0.23765728565289646,0.23729944623178575,0.2857142857142857,0.16666666666666666,0.17777777777777778,0.007407407407407408,0.21197441129779343,0.25613977483471134,0.06666666666666667,0.0,7,755,188,185,0.10810624313554108
56,0.23765728565289646,0.2378400066611494,0.5714285714285714,0.26666666666666666,0.2222222222222222,0.011111111111111112,0.23226181620058295,0.261574557443407,0.03333333333333333,0.0,0,056,185,182,0.10638114351103777
57,0.23765728565289646,0.23802038160573638,0.2857142857142857,0.26666666666666666,0.2111111111111111,0.011111111111111112,0.2390242845015128,0.20179194874775486,0.1,0.0,8,857,193,190,0.11098140917637994
58,0.23765728565289646,0.23781746640614027,0.0,0.1,0.13333333333333333,0.003703703703703704,0.23141650766296673,0.23440064439992875,0.23333333333333334,0.0,3,358,185,182,0.10638114351103777
59,0.23765728565289646,0.2378625483857998,0.42857142857142855,0.16666666666666666,0.15555555555555556,0.007407407407407408,0.2331071247381992,0.2180962965738418,0.03333333333333333,0.0,0,059,217,214,0.12478220617240646
60,0.23765728565289646,0.23815572452966524,0.14285714285714285,0.13333333333333333,0.25555555555555554,0.006172839506172839,0.24409613572721017,0.23983542700862442,0.16666666666666666,0.0,3,360,200,196,0.11500664163355434
61,0.23765728565289646,0.23847173036344776,0.14285714285714285,0.16666666666666666,0.2777777777777778,0.008641975308641976,0.2559304552538374,0.25613977483471134,0.0,1.0,2,261,197,195,0.11328154200905102
