number,probability,raw_model_probability,hit_rate_7,hit_rate_30,hit_rate_90,position_rate_30,bayes_long_rate,bayes_weekday_rate,gap_norm,prev_hit,historical_best_prefix_digit,historical_best_3digit,historical_best_3digit_count,historical_best_3digit_hit_draws,historical_best_3digit_position_rate_pct
00,0.23765728565289646,0.2379015740623902,0.7142857142857143,0.3,0.28888888888888886,0.012345679012345678,0.22718996497488558,0.20179194874775486,0.0,1.0,2,200,193,193,0.11151235013722374
01,0.23765728565289646,0.2379015740623902,0.0,0.13333333333333333,0.23333333333333334,0.0049382716049382715,0.22718996497488558,0.23440064439992875,0.36666666666666664,0.0,1,101,191,187,0.11035678174201935
02,0.23765728565289646,0.23788700306293872,0.0,0.3,0.2,0.012345679012345678,0.2331071247381992,0.2724441226607983,0.23333333333333334,0.0,2,202,197,195,0.11382348692763253
03,0.23765728565289646,0.23786826982282677,0.0,0.13333333333333333,0.2,0.006172839506172839,0.24071490157674524,0.24527020961732007,0.23333333333333334,0.0,4,403,193,193,0.11151235013722374
04,0.23765728565289646,0.23793488150915995,0.14285714285714285,0.26666666666666666,0.2111111111111111,0.011111111111111112,0.2136650283730259,0.21266151396514615,0.06666666666666667,0.0,6,604,198,193,0.11440127112523472
05,0.23765728565289646,0.23789324770181994,0.2857142857142857,0.3333333333333333,0.26666666666666666,0.016049382716049384,0.23057119912535048,0.25613977483471134,0.1,0.0,4,405,191,190,0.11035678174201935
06,0.23765728565289646,0.2378765955820367,0.2857142857142857,0.26666666666666666,0.32222222222222224,0.013580246913580245,0.23733366742628034,0.2724441226607983,0.03333333333333333,0.0,9,906,200,197,0.11555683952043912
07,0.23765728565289646,0.2379015740623902,0.0,0.06666666666666667,0.18888888888888888,0.0024691358024691358,0.22718996497488558,0.19092238353036353,0.5,0.0,4,407,191,189,0.11035678174201935
08,0.23765728565289646,0.23789949245345535,0.5714285714285714,0.26666666666666666,0.2222222222222222,0.009876543209876543,0.2280352735125018,0.22353107918253745,0.03333333333333333,0.0,2,208,201,200,0.11613462371804131
09,0.23765728565289646,0.23783705001111863,0.2857142857142857,0.26666666666666666,0.2222222222222222,0.011111111111111112,0.2533945296409887,0.2887484704868853,0.1,0.0,0,009,191,188,0.11035678174201935
10,0.23765728565289646,0.23783913124419778,0.14285714285714285,0.3333333333333333,0.26666666666666666,0.013580246913580245,0.25254922110337247,0.261574557443407,0.03333333333333333,0.0,9,910,209,208,0.12075689729885887
11,0.23765728565289646,0.23787035124383657,0.14285714285714285,0.23333333333333334,0.25555555555555554,0.008641975308641976,0.23986959303912903,0.21266151396514615,0.13333333333333333,0.0,1,111,202,201,0.11671240791564351
12,0.23765728565289646,0.2378765955820367,0.2857142857142857,0.3,0.25555555555555554,0.011111111111111112,0.23733366742628034,0.2833136878781896,0.0,1.0,7,712,205,205,0.1184457605084501
13,0.23765728565289646,0.23782456287575124,0.0,0.16666666666666666,0.3,0.007407407407407408,0.2584663808666861,0.24527020961732007,0.36666666666666664,0.0,0,013,187,182,0.10804564495161058
14,0.23765728565289646,0.237832887582547,0.42857142857142855,0.23333333333333334,0.2222222222222222,0.011111111111111112,0.2550851467162212,0.21266151396514615,0.0,1.0,1,114,200,196,0.11555683952043912
15,0.23765728565289646,0.2378974108570487,0.2857142857142857,0.3,0.2111111111111111,0.012345679012345678,0.22888058205011805,0.261574557443407,0.03333333333333333,0.0,9,915,202,200,0.11671240791564351
16,0.23765728565289646,0.2378578629057067,0.0,0.06666666666666667,0.15555555555555556,0.0024691358024691358,0.2449414442648264,0.22353107918253745,0.26666666666666666,0.0,4,416,193,189,0.11151235013722374
17,0.23765728565289646,0.23788075853681231,0.42857142857142855,0.3333333333333333,0.26666666666666666,0.016049382716049384,0.23564305035104788,0.1963571661390592,0.0,1.0,8,817,191,187,0.11035678174201935
18,0.23765728565289646,0.23789324770181994,0.2857142857142857,0.26666666666666666,0.25555555555555554,0.013580246913580245,0.23057119912535048,0.25613977483471134,0.06666666666666667,0.0,7,718,206,205,0.1190235447060523
