number,probability,raw_model_probability,hit_rate_7,hit_rate_30,hit_rate_90,position_rate_30,bayes_long_rate,bayes_weekday_rate,gap_norm,prev_hit,historical_best_prefix_digit,historical_best_3digit,historical_best_3digit_count,historical_best_3digit_hit_draws,historical_best_3digit_position_rate_pct
00,0.23765728565289646,0.23734253073619851,0.0,0.3,0.24444444444444444,0.012345679012345678,0.2221181137491882,0.2072267313564505,0.4,0.0,2,200,193,193,0.11126099639122364
01,0.23765728565289646,0.2376115435270666,0.14285714285714285,0.1,0.2111111111111111,0.0049382716049382715,0.22888058205011805,0.21266151396514615,0.16666666666666666,0.0,1,101,191,187,0.11010803269805033
02,0.23765728565289646,0.23784710182630112,0.2857142857142857,0.23333333333333334,0.2111111111111111,0.009876543209876543,0.23479774181343163,0.23983542700862442,0.06666666666666667,0.0,2,202,197,195,0.11356692377757024
03,0.23765728565289646,0.23811650795851974,0.2857142857142857,0.23333333333333334,0.2222222222222222,0.008641975308641976,0.2415602101143615,0.18005281831297223,0.0,1.0,4,403,194,194,0.11183747823781029
04,0.23765728565289646,0.23704014219262368,0.14285714285714285,0.26666666666666666,0.23333333333333334,0.011111111111111112,0.2145103369106421,0.21266151396514615,0.2,0.0,6,604,198,193,0.1141434056241569
05,0.23765728565289646,0.2376451848788804,0.2857142857142857,0.16666666666666666,0.26666666666666666,0.006172839506172839,0.22972589058773427,0.2289658617912331,0.0,1.0,4,405,191,190,0.11010803269805033
06,0.23765728565289646,0.23791443369645116,0.0,0.2,0.28888888888888886,0.009876543209876543,0.2364883588886641,0.19092238353036353,0.4,0.0,9,906,200,197,0.1152963693173302
07,0.23765728565289646,0.2376451848788804,0.42857142857142855,0.23333333333333334,0.2222222222222222,0.008641975308641976,0.22972589058773427,0.2289658617912331,0.1,0.0,4,407,191,189,0.11010803269805033
08,0.23765728565289646,0.23751063914122744,0.2857142857142857,0.23333333333333334,0.2111111111111111,0.008641975308641976,0.22634465643726934,0.21266151396514615,0.0,1.0,2,208,202,201,0.1164493330105035
09,0.23765728565289646,0.23852101034096038,0.14285714285714285,0.26666666666666666,0.23333333333333334,0.009876543209876543,0.25170391256575625,0.2996180357042766,0.2,0.0,0,009,191,188,0.11010803269805033
10,0.23765728565289646,0.23858847326556315,0.5714285714285714,0.26666666666666666,0.25555555555555554,0.009876543209876543,0.2533945296409887,0.2887484704868853,0.0,1.0,9,910,209,208,0.12048470593661005
11,0.23765728565289646,0.2379481045475078,0.2857142857142857,0.3,0.26666666666666666,0.013580246913580245,0.23733366742628034,0.277878905269494,0.0,1.0,1,111,202,201,0.1164493330105035
12,0.23765728565289646,0.2379481045475078,0.14285714285714285,0.16666666666666666,0.2111111111111111,0.006172839506172839,0.23733366742628034,0.21266151396514615,0.06666666666666667,0.0,7,712,205,205,0.11817877855026346
13,0.23765728565289646,0.23889221853754533,0.42857142857142855,0.23333333333333334,0.3111111111111111,0.008641975308641976,0.26100230647953476,0.261574557443407,0.1,0.0,0,013,187,182,0.10780210531170373
14,0.23765728565289646,0.23852101034096038,0.0,0.2,0.16666666666666666,0.009876543209876543,0.25170391256575625,0.24527020961732007,0.36666666666666664,0.0,1,114,200,196,0.1152963693173302
15,0.23765728565289646,0.23740976426190308,0.14285714285714285,0.16666666666666666,0.2222222222222222,0.006172839506172839,0.22380873082442065,0.2289658617912331,0.03333333333333333,0.0,9,915,202,200,0.1164493330105035
16,0.23765728565289646,0.23835241035128876,0.2857142857142857,0.2,0.13333333333333333,0.008641975308641976,0.2474773698776751,0.25613977483471134,0.03333333333333333,0.0,4,416,193,189,0.11126099639122364
17,0.23765728565289646,0.23798177867574946,0.2857142857142857,0.4,0.28888888888888886,0.020987654320987655,0.23817897596389656,0.23983542700862442,0.06666666666666667,0.0,8,817,194,190,0.11183747823781029
18,0.23765728565289646,0.23771247741670382,0.2857142857142857,0.4,0.26666666666666666,0.019753086419753086,0.23141650766296673,0.2507049922260157,0.0,1.0,7,718,206,205,0.11875526039685011
19,0.23765728565289646,0.2382849932863398,0.2857142857142857,0.26666666666666666,0.2777777777777778,0.009876543209876543,0.24578675280244264,0.21266151396514615,0.06666666666666667,0.0,8,819,195,195,0.11241396008439694
20,0.23765728565289646,0.23781344080741146,0.42857142857142855,0.3333333333333333,0.2222222222222222,0.019753086419753086,0.2339524332758154,0.2724441226607983,0.03333333333333333,0.0,1,120,201,199,0.11587285116391685
21,0.23765728565289646,0.2382175893260181,0.42857142857142855,0.3,0.25555555555555554,0.013580246913580245,0.24409613572721017,0.2670093400521027,0.06666666666666667,0.0,2,221,198,197,0.1141434056241569
22,0.23765728565289646,0.23831870018078755,0.2857142857142857,0.36666666666666664,0.2111111111111111,0.016049382716049384,0.24663206134005886,0.2507049922260157,0.03333333333333333,0.0,3,322,192,189,0.11068451454463699
23,0.23765728565289646,0.2377797830661143,0.0,0.1,0.2111111111111111,0.0049382716049382715,0.2331071247381992,0.2072267313564505,0.26666666666666666,0.0,7,723,181,178,0.10434321423218383
24,0.23765728565289646,0.23818389226035094,0.0,0.16666666666666666,0.2222222222222222,0.007407407407407408,0.24325082718959395,0.2670093400521027,0.23333333333333334,0.0,2,224,199,199,0.11471988747074355
25,0.23765728565289646,0.2382849932863398,0.0,0.1,0.15555555555555556,0.003703703703703704,0.24578675280244264,0.23440064439992875,0.36666666666666664,0.0,5,525,191,189,0.11010803269805033
26,0.23765728565289646,0.2376788295087931,0.2857142857142857,0.3,0.26666666666666666,0.013580246913580245,0.23057119912535048,0.24527020961732007,0.0,1.0,3,326,191,189,0.11010803269805033
27,0.23765728565289646,0.2377797830661143,0.0,0.2,0.25555555555555554,0.008641975308641976,0.2331071247381992,0.23983542700862442,0.43333333333333335,0.0,5,527,192,191,0.11068451454463699
28,0.23765728565289646,0.23747701090281717,0.14285714285714285,0.1,0.16666666666666666,0.0049382716049382715,0.22549934789965312,0.21266151396514615,0.13333333333333333,0.0,4,428,179,178,0.10319025053901053
29,0.23765728565289646,0.23747701090281717,0.2857142857142857,0.23333333333333334,0.18888888888888888,0.009876543209876543,0.22549934789965312,0.18548760092166788,0.1,0.0,4,429,187,184,0.10780210531170373
30,0.23765728565289646,0.23754427065813943,0.14285714285714285,0.13333333333333333,0.17777777777777778,0.0049382716049382715,0.22718996497488558,0.2289658617912331,0.1,0.0,4,430,183,180,0.10549617792535713
31,0.23765728565289646,0.23771247741670382,0.14285714285714285,0.23333333333333334,0.2222222222222222,0.009876543209876543,0.23141650766296673,0.21266151396514615,0.06666666666666667,0.0,8,831,196,189,0.11299044193098359
32,0.23765728565289646,0.23899352590224585,0.2857142857142857,0.36666666666666664,0.32222222222222224,0.016049382716049384,0.2635382320923835,0.2887484704868853,0.03333333333333333,0.0,6,632,189,185,0.10895506900487703
33,0.23765728565289646,0.2376788295087931,0.14285714285714285,0.23333333333333334,0.24444444444444444,0.016049382716049384,0.23057119912535048,0.24527020961732007,0.0,1.0,6,633,185,180,0.10664914161853044
34,0.23765728565289646,0.23704014219262368,0.5714285714285714,0.4666666666666667,0.28888888888888886,0.022222222222222223,0.2145103369106421,0.21266151396514615,0.0,1.0,6,634,192,191,0.11068451454463699
35,0.23765728565289646,0.23798177867574946,0.0,0.3,0.25555555555555554,0.011111111111111112,0.23817897596389656,0.2724441226607983,0.26666666666666666,0.0,3,335,181,179,0.10434321423218383
36,0.23765728565289646,0.23825128966804882,0.0,0.2,0.25555555555555554,0.008641975308641976,0.2449414442648264,0.23440064439992875,0.3,0.0,7,736,202,199,0.1164493330105035
37,0.23765728565289646,0.237073727801427,0.2857142857142857,0.16666666666666666,0.26666666666666666,0.006172839506172839,0.21535564544825836,0.21266151396514615,0.03333333333333333,0.0,4,437,184,181,0.10607265977194379
38,0.23765728565289646,0.23720810303361256,0.14285714285714285,0.26666666666666666,0.26666666666666666,0.012345679012345678,0.2187368795987233,0.20179194874775486,0.2,0.0,1,138,206,205,0.11875526039685011
