number,probability,raw_model_probability,hit_rate_7,hit_rate_30,hit_rate_90,position_rate_30,bayes_long_rate,bayes_weekday_rate,gap_norm,prev_hit,historical_best_prefix_digit,historical_best_3digit,historical_best_3digit_count,historical_best_3digit_hit_draws,historical_best_3digit_position_rate_pct
00,0.23765728565289646,0.23742624631280668,0.14285714285714285,0.16666666666666666,0.23333333333333334,0.007407407407407408,0.22127280521157197,0.21266151396514615,0.16666666666666666,0.0,2,200,195,195,0.11222052772422525
01,0.23765728565289646,0.2377221979773291,0.14285714285714285,0.13333333333333333,0.17777777777777778,0.006172839506172839,0.22888058205011805,0.2289658617912331,0.13333333333333333,0.0,1,101,191,187,0.10991856818116422
02,0.23765728565289646,0.23795255804749985,0.42857142857142855,0.23333333333333334,0.2222222222222222,0.008641975308641976,0.23479774181343163,0.261574557443407,0.06666666666666667,0.0,6,602,198,194,0.11394699738152102
03,0.23765728565289646,0.2382160146273149,0.0,0.3,0.23333333333333334,0.011111111111111112,0.2415602101143615,0.25613977483471134,0.26666666666666666,0.0,4,403,194,194,0.11164503783845998
04,0.23765728565289646,0.23716339125468888,0.2857142857142857,0.26666666666666666,0.25555555555555554,0.011111111111111112,0.2145103369106421,0.22353107918253745,0.03333333333333333,0.0,6,604,198,193,0.11394699738152102
05,0.23765728565289646,0.23768930192645427,0.2857142857142857,0.13333333333333333,0.23333333333333334,0.0049382716049382715,0.2280352735125018,0.2180962965738418,0.1,0.0,4,405,191,190,0.10991856818116422
06,0.23765728565289646,0.23805133077629614,0.14285714285714285,0.2,0.28888888888888886,0.007407407407407408,0.23733366742628034,0.24527020961732007,0.2,0.0,9,906,201,198,0.1156734670388168
07,0.23765728565289646,0.23775509716103815,0.14285714285714285,0.3333333333333333,0.2111111111111111,0.013580246913580245,0.22972589058773427,0.1963571661390592,0.0,1.0,4,407,191,189,0.10991856818116422
08,0.23765728565289646,0.23768930192645427,0.2857142857142857,0.23333333333333334,0.2222222222222222,0.008641975308641976,0.2280352735125018,0.2289658617912331,0.06666666666666667,0.0,2,208,202,201,0.11624895692458205
09,0.23765728565289646,0.23851264282929316,0.14285714285714285,0.2,0.2111111111111111,0.008641975308641976,0.24916798695290757,0.23440064439992875,0.1,0.0,0,009,191,188,0.10991856818116422
10,0.23765728565289646,0.23861157524963164,0.14285714285714285,0.23333333333333334,0.24444444444444444,0.008641975308641976,0.25170391256575625,0.23983542700862442,0.16666666666666666,0.0,9,910,210,209,0.12085287601070412
11,0.23765728565289646,0.23811719492172967,0.0,0.3,0.26666666666666666,0.013580246913580245,0.2390242845015128,0.23440064439992875,0.23333333333333334,0.0,1,111,202,201,0.11624895692458205
12,0.23765728565289646,0.2380184034013544,0.2857142857142857,0.16666666666666666,0.2111111111111111,0.006172839506172839,0.2364883588886641,0.24527020961732007,0.1,0.0,7,712,205,205,0.11797542658187782
13,0.23765728565289646,0.23900758662563007,0.42857142857142855,0.36666666666666664,0.3,0.013580246913580245,0.261847615017151,0.23440064439992875,0.0,1.0,0,013,189,184,0.1087675884096337
14,0.23765728565289646,0.23854561717234096,0.42857142857142855,0.16666666666666666,0.17777777777777778,0.006172839506172839,0.25001329549052376,0.277878905269494,0.03333333333333333,0.0,1,114,201,197,0.1156734670388168
15,0.23765728565289646,0.2375248686678977,0.14285714285714285,0.13333333333333333,0.2111111111111111,0.006172839506172839,0.22380873082442065,0.2072267313564505,0.03333333333333333,0.0,9,915,202,200,0.11624895692458205
16,0.23765728565289646,0.23841373858371018,0.0,0.23333333333333334,0.14444444444444443,0.009876543209876543,0.24663206134005886,0.23440064439992875,0.3,0.0,4,416,193,189,0.11106954795269473
