number,probability,raw_model_probability,hit_rate_7,hit_rate_30,hit_rate_90,position_rate_30,bayes_long_rate,bayes_weekday_rate,gap_norm,prev_hit,historical_best_prefix_digit,historical_best_3digit,historical_best_3digit_count,historical_best_3digit_hit_draws,historical_best_3digit_position_rate_pct
00,0.23765728565289646,0.23739076270638568,0.42857142857142855,0.26666666666666666,0.25555555555555554,0.012345679012345678,0.22296342228680444,0.22232280307884805,0.0,1.0,2,200,195,195,0.11229484595450619
01,0.23765728565289646,0.23763912815815275,0.14285714285714285,0.1,0.18888888888888888,0.0049382716049382715,0.22888058205011805,0.22772820848425346,0.16666666666666666,0.0,1,101,191,187,0.10999136193492658
02,0.23765728565289646,0.2378521551355992,0.14285714285714285,0.16666666666666666,0.2111111111111111,0.006172839506172839,0.2339524332758154,0.1844849652410102,0.0,1.0,2,202,197,195,0.11344658796429599
03,0.23765728565289646,0.2382074919316091,0.42857142857142855,0.3,0.25555555555555554,0.011111111111111112,0.2424055186519777,0.2709714517274967,0.1,0.0,4,403,194,194,0.11171897494961129
04,0.23765728565289646,0.23700083546708592,0.2857142857142857,0.23333333333333334,0.24444444444444444,0.009876543209876543,0.2136650283730259,0.2709714517274967,0.06666666666666667,0.0,6,604,198,193,0.1140224589691909
05,0.23765728565289646,0.23767462353310043,0.14285714285714285,0.13333333333333333,0.24444444444444444,0.0049382716049382715,0.22972589058773427,0.17367415443019943,0.0,1.0,4,405,191,190,0.10999136193492658
06,0.23765728565289646,0.23806531344392162,0.42857142857142855,0.26666666666666666,0.3111111111111111,0.009876543209876543,0.2390242845015128,0.23853901929506427,0.03333333333333333,0.0,9,906,201,198,0.11575007198387562
07,0.23765728565289646,0.23771012255672405,0.2857142857142857,0.3,0.2222222222222222,0.012345679012345678,0.23057119912535048,0.23853901929506427,0.06666666666666667,0.0,4,407,191,189,0.10999136193492658
08,0.23765728565289646,0.2375681483547592,0.42857142857142855,0.3,0.2222222222222222,0.011111111111111112,0.22718996497488558,0.17367415443019943,0.0,1.0,2,208,202,201,0.11632594298877051
09,0.23765728565289646,0.2384920239492948,0.0,0.2,0.2,0.007407407407407408,0.24916798695290757,0.22772820848425346,0.4666666666666667,0.0,0,009,191,188,0.10999136193492658
10,0.23765728565289646,0.23863437746370023,0.2857142857142857,0.26666666666666666,0.25555555555555554,0.009876543209876543,0.25254922110337247,0.23313361388965886,0.0,1.0,9,910,210,209,0.12093291102792975
11,0.23765728565289646,0.2381008525951047,0.42857142857142855,0.3333333333333333,0.28888888888888886,0.014814814814814815,0.23986959303912903,0.22772820848425346,0.06666666666666667,0.0,1,111,202,201,0.11632594298877051
12,0.23765728565289646,0.2379231933139962,0.2857142857142857,0.16666666666666666,0.2111111111111111,0.006172839506172839,0.23564305035104788,0.2709714517274967,0.0,1.0,7,712,205,205,0.11805355600345523
13,0.23765728565289646,0.23899051641118646,0.2857142857142857,0.26666666666666666,0.3,0.009876543209876543,0.26100230647953476,0.33043091118695617,0.06666666666666667,0.0,0,013,188,183,0.10826374892024186
14,0.23765728565289646,0.2385276068593491,0.14285714285714285,0.2,0.15555555555555556,0.009876543209876543,0.25001329549052376,0.30340388415992914,0.03333333333333333,0.0,1,114,200,196,0.1151742009789807
15,0.23765728565289646,0.23742623253729045,0.14285714285714285,0.16666666666666666,0.2111111111111111,0.007407407407407408,0.22380873082442065,0.2547552355112805,0.1,0.0,9,915,202,200,0.11632594298877051
16,0.23765728565289646,0.23842086906701596,0.2857142857142857,0.23333333333333334,0.15555555555555556,0.009876543209876543,0.2474773698776751,0.23853901929506427,0.13333333333333333,0.0,4,416,193,189,0.11114310394471638
17,0.23765728565289646,0.237994246083757,0.14285714285714285,0.3333333333333333,0.28888888888888886,0.016049382716049384,0.23733366742628034,0.22232280307884805,0.16666666666666666,0.0,8,817,194,190,0.11171897494961129
18,0.23765728565289646,0.23778113154952357,0.14285714285714285,0.3,0.24444444444444444,0.012345679012345678,0.23226181620058295,0.21151199226803724,0.06666666666666667,0.0,7,718,206,205,0.11862942700835014
19,0.23765728565289646,0.23831416409000547,0.14285714285714285,0.23333333333333334,0.2777777777777778,0.008641975308641976,0.2449414442648264,0.2655660463220913,0.13333333333333333,0.0,8,819,195,195,0.11229484595450619
20,0.23765728565289646,0.2378521551355992,0.2857142857142857,0.3,0.2222222222222222,0.016049382716049384,0.2339524332758154,0.23313361388965886,0.06666666666666667,0.0,1,120,201,199,0.11575007198387562
21,0.23765728565289646,0.23827860305719853,0.14285714285714285,0.23333333333333334,0.2222222222222222,0.009876543209876543,0.24409613572721017,0.2601606409166859,0.2,0.0,2,221,198,197,0.1140224589691909
22,0.23765728565289646,0.23834972876932523,0.14285714285714285,0.23333333333333334,0.2,0.012345679012345678,0.24578675280244264,0.24394442470046968,0.1,0.0,3,322,192,189,0.11056723293982149
23,0.23765728565289646,0.23774562522890474,0.0,0.13333333333333333,0.18888888888888888,0.006172839506172839,0.23141650766296673,0.24394442470046968,0.23333333333333334,0.0,7,723,181,178,0.10423265188597754
24,0.23765728565289646,0.23817194183906917,0.14285714285714285,0.16666666666666666,0.23333333333333334,0.008641975308641976,0.2415602101143615,0.24394442470046968,0.03333333333333333,0.0,2,224,199,199,0.11459832997408581
25,0.23765728565289646,0.23831416409000547,0.0,0.1,0.15555555555555556,0.003703703703703704,0.2449414442648264,0.22232280307884805,0.23333333333333334,0.0,5,525,191,189,0.10999136193492658
26,0.23765728565289646,0.23767462353310043,0.2857142857142857,0.3,0.25555555555555554,0.012345679012345678,0.22972589058773427,0.21691739767344265,0.16666666666666666,0.0,3,326,191,189,0.10999136193492658
27,0.23765728565289646,0.23788767240081735,0.42857142857142855,0.2,0.26666666666666666,0.008641975308641976,0.23479774181343163,0.24934983010587508,0.0,1.0,5,527,193,192,0.11114310394471638
28,0.23765728565289646,0.23753266392655017,0.42857142857142855,0.2,0.15555555555555556,0.008641975308641976,0.22634465643726934,0.22232280307884805,0.13333333333333333,0.0,4,428,179,178,0.10308090987618773
