number,probability,raw_model_probability,hit_rate_7,hit_rate_30,hit_rate_90,position_rate_30,bayes_long_rate,bayes_weekday_rate,gap_norm,prev_hit,historical_best_prefix_digit,historical_best_3digit,historical_best_3digit_count,historical_best_3digit_hit_draws,historical_best_3digit_position_rate_pct
00,0.23765728565289646,0.23749148031885334,0.2857142857142857,0.2,0.23333333333333334,0.009876543209876543,0.22127280521157197,0.25613977483471134,0.13333333333333333,0.0,2,200,195,195,0.11223538349967192
01,0.23765728565289646,0.2377569559152283,0.14285714285714285,0.13333333333333333,0.17777777777777778,0.006172839506172839,0.22888058205011805,0.2180962965738418,0.1,0.0,1,101,191,187,0.10993311922275557
02,0.23765728565289646,0.23796357805872165,0.42857142857142855,0.23333333333333334,0.2222222222222222,0.008641975308641976,0.23479774181343163,0.20179194874775486,0.03333333333333333,0.0,6,602,198,194,0.11396208170735919
03,0.23765728565289646,0.23819986882273583,0.0,0.3,0.23333333333333334,0.011111111111111112,0.2415602101143615,0.20179194874775486,0.23333333333333334,0.0,4,403,194,194,0.11165981743044284
04,0.23765728565289646,0.2372556734129136,0.42857142857142855,0.26666666666666666,0.25555555555555554,0.011111111111111112,0.2145103369106421,0.18005281831297223,0.0,1.0,6,604,198,193,0.11396208170735919
05,0.23765728565289646,0.2377569559152283,0.2857142857142857,0.13333333333333333,0.24444444444444444,0.0049382716049382715,0.22888058205011805,0.21266151396514615,0.06666666666666667,0.0,4,405,191,190,0.10993311922275557
06,0.23765728565289646,0.23808170328655937,0.2857142857142857,0.2,0.3,0.007407407407407408,0.23817897596389656,0.2507049922260157,0.16666666666666666,0.0,9,906,201,198,0.11568877991504645
07,0.23765728565289646,0.2377569559152283,0.14285714285714285,0.3,0.2,0.012345679012345678,0.22888058205011805,0.2833136878781896,0.2,0.0,4,407,191,189,0.10993311922275557
08,0.23765728565289646,0.2377274485457215,0.2857142857142857,0.23333333333333334,0.23333333333333334,0.008641975308641976,0.2280352735125018,0.22353107918253745,0.03333333333333333,0.0,2,208,202,201,0.11626434598427554
09,0.23765728565289646,0.23846588863346557,0.14285714285714285,0.2,0.2111111111111111,0.008641975308641976,0.24916798695290757,0.2289658617912331,0.06666666666666667,0.0,0,009,191,188,0.10993311922275557
10,0.23765728565289646,0.23855460723679642,0.2857142857142857,0.23333333333333334,0.24444444444444444,0.008641975308641976,0.25170391256575625,0.2670093400521027,0.13333333333333333,0.0,9,910,210,209,0.12086887453810823
11,0.23765728565289646,0.23811124089186983,0.14285714285714285,0.3,0.26666666666666666,0.013580246913580245,0.2390242845015128,0.23440064439992875,0.2,0.0,1,111,202,201,0.11626434598427554
12,0.23765728565289646,0.23802263563382145,0.2857142857142857,0.2,0.2111111111111111,0.007407407407407408,0.2364883588886641,0.18548760092166788,0.06666666666666667,0.0,7,712,205,205,0.1179910441919628
13,0.23765728565289646,0.23888010266565846,0.42857142857142855,0.3333333333333333,0.28888888888888886,0.012345679012345678,0.26100230647953476,0.25613977483471134,0.0,1.0,0,013,188,183,0.10820642101506832
14,0.23765728565289646,0.2384954589829715,0.42857142857142855,0.2,0.17777777777777778,0.008641975308641976,0.25001329549052376,0.2072267313564505,0.0,1.0,1,114,201,197,0.11568877991504645
15,0.23765728565289646,0.2375799495009946,0.14285714285714285,0.13333333333333333,0.2111111111111111,0.006172839506172839,0.22380873082442065,0.22353107918253745,0.0,1.0,9,915,202,200,0.11626434598427554
16,0.23765728565289646,0.23840675548961845,0.0,0.23333333333333334,0.14444444444444443,0.009876543209876543,0.2474773698776751,0.261574557443407,0.26666666666666666,0.0,4,416,193,189,0.11108425136121375
17,0.23765728565289646,0.2380521682005202,0.14285714285714285,0.3,0.28888888888888886,0.014814814814814815,0.23733366742628034,0.261574557443407,0.03333333333333333,0.0,8,817,194,190,0.11165981743044284
18,0.23765728565289646,0.23790453056181177,0.2857142857142857,0.26666666666666666,0.25555555555555554,0.011111111111111112,0.2331071247381992,0.3104876009216679,0.03333333333333333,0.0,7,718,207,206,0.11914217633042097
19,0.23765728565289646,0.23837719269541746,0.2857142857142857,0.26666666666666666,0.3,0.011111111111111112,0.24663206134005886,0.22353107918253745,0.0,1.0,8,819,195,195,0.11223538349967192
20,0.23765728565289646,0.23790453056181177,0.14285714285714285,0.23333333333333334,0.2222222222222222,0.011111111111111112,0.2331071247381992,0.2289658617912331,0.2,0.0,1,120,201,199,0.11568877991504645
21,0.23765728565289646,0.23831807466281094,0.2857142857142857,0.26666666666666666,0.2222222222222222,0.011111111111111112,0.2449414442648264,0.25613977483471134,0.06666666666666667,0.0,2,221,198,197,0.11396208170735919
22,0.23765728565289646,0.23837719269541746,0.2857142857142857,0.26666666666666666,0.2222222222222222,0.014814814814814815,0.24663206134005886,0.2670093400521027,0.0,1.0,3,322,193,190,0.11108425136121375
23,0.23765728565289646,0.2378454931436424,0.14285714285714285,0.16666666666666666,0.17777777777777778,0.007407407407407408,0.23141650766296673,0.2180962965738418,0.1,0.0,7,723,181,178,0.10417745853046471
