number,probability,raw_model_probability,hit_rate_7,hit_rate_30,hit_rate_90,position_rate_30,bayes_long_rate,bayes_weekday_rate,gap_norm,prev_hit,historical_best_prefix_digit,historical_best_3digit,historical_best_3digit_count,historical_best_3digit_hit_draws,historical_best_3digit_position_rate_pct
00,0.23765728565289646,0.2376666341317747,0.2857142857142857,0.36666666666666664,0.28888888888888886,0.014814814814814815,0.22549934789965312,0.25613977483471134,0.1,0.0,2,200,193,193,0.11139392470232426
01,0.23765728565289646,0.23770566258798453,0.14285714285714285,0.13333333333333333,0.2111111111111111,0.0049382716049382715,0.2280352735125018,0.22353107918253745,0.03333333333333333,0.0,1,101,191,187,0.11023958351369914
02,0.23765728565289646,0.2377837327311577,0.14285714285714285,0.3,0.18888888888888888,0.012345679012345678,0.2331071247381992,0.20179194874775486,0.16666666666666666,0.0,2,202,197,195,0.11370260707957451
03,0.23765728565289646,0.2379008710204266,0.2857142857142857,0.2,0.2,0.008641975308641976,0.24071490157674524,0.20179194874775486,0.0,1.0,4,403,193,193,0.11139392470232426
04,0.23765728565289646,0.237510564413126,0.2857142857142857,0.36666666666666664,0.2222222222222222,0.014814814814814815,0.21535564544825836,0.18548760092166788,0.06666666666666667,0.0,6,604,198,193,0.11427977767388707
05,0.23765728565289646,0.2377316840089696,0.0,0.2,0.24444444444444444,0.007407407407407408,0.22972589058773427,0.22353107918253745,0.36666666666666664,0.0,4,405,191,190,0.11023958351369914
06,0.23765728565289646,0.23784880465881733,0.2857142857142857,0.23333333333333334,0.32222222222222224,0.011111111111111112,0.23733366742628034,0.2507049922260157,0.1,0.0,9,906,200,197,0.11543411886251219
07,0.23765728565289646,0.23771867305346314,0.42857142857142855,0.13333333333333333,0.2,0.0049382716049382715,0.22888058205011805,0.2724441226607983,0.0,1.0,4,407,191,189,0.11023958351369914
08,0.23765728565289646,0.23770566258798453,0.14285714285714285,0.23333333333333334,0.2111111111111111,0.008641975308641976,0.2280352735125018,0.22353107918253745,0.06666666666666667,0.0,2,208,201,200,0.11601128945682475
09,0.23765728565289646,0.2380961896906359,0.5714285714285714,0.3,0.24444444444444444,0.011111111111111112,0.2533945296409887,0.23440064439992875,0.0,1.0,0,009,191,188,0.11023958351369914
10,0.23765728565289646,0.23808316501673538,0.14285714285714285,0.26666666666666666,0.24444444444444444,0.011111111111111112,0.25254922110337247,0.25613977483471134,0.06666666666666667,0.0,9,910,209,208,0.12062865421132524
