number,probability,raw_model_probability,hit_rate_7,hit_rate_30,hit_rate_90,position_rate_30,bayes_long_rate,bayes_weekday_rate,gap_norm,prev_hit,historical_best_prefix_digit,historical_best_3digit,historical_best_3digit_count,historical_best_3digit_hit_draws,historical_best_3digit_position_rate_pct
00,0.23765728565289646,0.23739216701374133,0.0,0.26666666666666666,0.24444444444444444,0.011111111111111112,0.2221181137491882,0.23440064439992875,0.5,0.0,2,200,193,193,0.11121675742645576
01,0.23765728565289646,0.23766076409545617,0.14285714285714285,0.1,0.2,0.0049382716049382715,0.22888058205011805,0.2724441226607983,0.0,1.0,1,101,191,187,0.11006425216815052
02,0.23765728565289646,0.23789595806078365,0.14285714285714285,0.2,0.2111111111111111,0.008641975308641976,0.23479774181343163,0.23983542700862442,0.16666666666666666,0.0,2,202,197,195,0.11352176794306625
03,0.23765728565289646,0.23816494713908656,0.2857142857142857,0.26666666666666666,0.23333333333333334,0.009876543209876543,0.2415602101143615,0.2180962965738418,0.03333333333333333,0.0,4,403,194,194,0.11179301005560838
04,0.23765728565289646,0.23709024528539266,0.14285714285714285,0.26666666666666666,0.24444444444444444,0.009876543209876543,0.2145103369106421,0.20179194874775486,0.03333333333333333,0.0,6,604,198,193,0.11409802057221886
05,0.23765728565289646,0.23766076409545617,0.2857142857142857,0.13333333333333333,0.25555555555555554,0.0049382716049382715,0.22888058205011805,0.24527020961732007,0.1,0.0,4,405,191,190,0.11006425216815052
06,0.23765728565289646,0.23796318573467973,0.14285714285714285,0.2,0.28888888888888886,0.007407407407407408,0.2364883588886641,0.23983542700862442,0.06666666666666667,0.0,9,906,200,197,0.1152505258305241
07,0.23765728565289646,0.2376943534331888,0.14285714285714285,0.23333333333333334,0.2111111111111111,0.008641975308641976,0.22972589058773427,0.24527020961732007,0.2,0.0,4,407,191,189,0.11006425216815052
08,0.23765728565289646,0.23756001568461418,0.14285714285714285,0.23333333333333334,0.2,0.008641975308641976,0.22634465643726934,0.2670093400521027,0.1,0.0,2,208,202,201,0.11640303108882934
09,0.23765728565289646,0.23850147737303012,0.0,0.23333333333333334,0.2222222222222222,0.008641975308641976,0.25001329549052376,0.18548760092166788,0.3,0.0,0,009,191,188,0.11006425216815052
10,0.23765728565289646,0.2386361808766754,0.42857142857142855,0.23333333333333334,0.25555555555555554,0.008641975308641976,0.2533945296409887,0.2180962965738418,0.1,0.0,9,910,209,208,0.12043679949289769
