number,draws,occurrences,draws_hit,full_rate,baseline,z_score,p_value_normal,bh_q_value,rate_30,rate_90,rate_365,rate_1095,current_gap_draws
882,7524,196,191,0.025385433280170122,0.022748762178548265,1.5339046106549095,0.1250531215541028,0.880188878066903,0.0,0.0,0.019178082191780823,0.023744292237442923,189
883,7524,158,156,0.02073365231259968,0.022748762178548265,-1.1723063648148673,0.24107407714027862,0.9136596251577292,0.0,0.011111111111111112,0.03561643835616438,0.028310502283105023,32
884,7524,165,162,0.0215311004784689,0.022748762178548265,-0.7083844833057616,0.4787065256457201,0.9362992820840972,0.03333333333333333,0.044444444444444446,0.021917808219178082,0.019178082191780823,10
885,7524,192,188,0.024986709197235512,0.022748762178548265,1.3019436699003566,0.1929356425598791,0.9058011387787752,0.0,0.022222222222222223,0.024657534246575342,0.02009132420091324,30
886,7524,168,165,0.021929824561403508,0.022748762178548265,-0.47642354255121083,0.6337726656374918,0.9444399839638302,0.0,0.011111111111111112,0.00821917808219178,0.017351598173515982,85
887,7524,193,191,0.025385433280170122,0.022748762178548265,1.5339046106549095,0.1250531215541028,0.880188878066903,0.03333333333333333,0.044444444444444446,0.03561643835616438,0.026484018264840183,10
888,7524,160,160,0.02126528442317916,0.022748762178548265,-0.8630251104754635,0.3881236610153489,0.9157596050401668,0.06666666666666667,0.03333333333333333,0.038356164383561646,0.023744292237442923,4
889,7524,175,173,0.022993088782562468,0.022748762178548265,0.1421389661275966,0.8869702401071115,0.9651471600730266,0.03333333333333333,0.044444444444444446,0.024657534246575342,0.026484018264840183,26
890,7524,175,172,0.022860180754917598,0.022748762178548265,0.06481865254274569,0.9483183900985951,0.9786567493277555,0.06666666666666667,0.03333333333333333,0.021917808219178082,0.021917808219178082,28
891,7524,175,173,0.022993088782562468,0.022748762178548265,0.1421389661275966,0.8869702401071115,0.9651471600730266,0.03333333333333333,0.011111111111111112,0.030136986301369864,0.024657534246575342,5
892,7524,177,173,0.022993088782562468,0.022748762178548265,0.1421389661275966,0.8869702401071115,0.9651471600730266,0.06666666666666667,0.044444444444444446,0.030136986301369864,0.023744292237442923,15
893,7524,174,174,0.023125996810207338,0.022748762178548265,0.21945927971244755,0.8262922967566596,0.9619235119402324,0.06666666666666667,0.022222222222222223,0.00821917808219178,0.0136986301369863,7
894,7524,181,178,0.023657628920786815,0.022748762178548265,0.5287405340518493,0.5969854544530353,0.9444399839638302,0.1,0.044444444444444446,0.021917808219178082,0.023744292237442923,9
895,7524,165,164,0.021796916533758637,0.022748762178548265,-0.5537438561360618,0.5797541566127147,0.9444399839638302,0.03333333333333333,0.03333333333333333,0.038356164383561646,0.0228310502283105,29
896,7524,172,172,0.022860180754917598,0.022748762178548265,0.06481865254274569,0.9483183900985951,0.9786567493277555,0.0,0.022222222222222223,0.019178082191780823,0.02009132420091324,65
897,7524,166,163,0.02166400850611377,0.022748762178548265,-0.6310641697209107,0.5279985676852266,0.9371331300381368,0.03333333333333333,0.03333333333333333,0.0273972602739726,0.024657534246575342,19
898,7524,168,167,0.022195640616693248,0.022748762178548265,-0.321782915381509,0.7476171580398849,0.9488054283711327,0.0,0.0,0.019178082191780823,0.0319634703196347,93
899,7524,151,151,0.020069112174375334,0.022748762178548265,-1.55890793273912,0.11901817251870783,0.880188878066903,0.0,0.0,0.010958904109589041,0.0182648401826484,226
900,7524,183,182,0.024189261031366295,0.022748762178548265,0.838021788391253,0.40201846661263324,0.9157596050401668,0.0,0.044444444444444446,0.019178082191780823,0.023744292237442923,39
901,7524,185,185,0.024587985114300905,0.022748762178548265,1.0699827291458057,0.28462708273836373,0.9157596050401668,0.0,0.044444444444444446,0.03561643835616438,0.021917808219178082,49
902,7524,194,190,0.025252525252525252,0.022748762178548265,1.4565842970700584,0.14523116488103902,0.880188878066903,0.06666666666666667,0.022222222222222223,0.03287671232876712,0.029223744292237442,11
903,7524,149,145,0.019271664008506113,0.022748762178548265,-2.0228298142482255,0.043090696690275467,0.8469532249978526,0.0,0.022222222222222223,0.021917808219178082,0.025570776255707764,36
904,7524,193,192,0.025518341307814992,0.022748762178548265,1.6112249242397603,0.10713070723847182,0.880188878066903,0.03333333333333333,0.022222222222222223,0.021917808219178082,0.0273972602739726,14
