target,window,evaluated_draws,model_brier,baseline_brier,brier_improvement,model_log_loss,baseline_log_loss,log_loss_improvement,mean_top20_hits,mean_top50_hits,mean_top100_hits
suffix3_any,30,18,0.02220590602327302,0.02220592354387545,1.7520602430681764e-08,0.1084519876665972,0.1084523583493662,3.706827690075354e-07,0.6111111111111112,1.2777777777777777,2.2777777777777777
suffix3_any,60,18,0.02220590602327302,0.02220592354387545,1.7520602430681764e-08,0.1084519876665972,0.1084523583493662,3.706827690075354e-07,0.6111111111111112,1.2777777777777777,2.2777777777777777
suffix3_any,90,18,0.02220590602327302,0.02220592354387545,1.7520602430681764e-08,0.1084519876665972,0.1084523583493662,3.706827690075354e-07,0.6111111111111112,1.2777777777777777,2.2777777777777777
g6_exact,30,18,0.002991000008994001,0.002991000008994001,0.0,0.020422925968690348,0.020422925968690348,0.0,0.05555555555555555,0.2777777777777778,0.6666666666666666
g6_exact,60,18,0.002991000008994001,0.002991000008994001,0.0,0.020422925968690348,0.020422925968690348,0.0,0.05555555555555555,0.2777777777777778,0.6666666666666666
g6_exact,90,18,0.002991000008994001,0.002991000008994001,0.0,0.020422925968690348,0.020422925968690348,0.0,0.05555555555555555,0.2777777777777778,0.6666666666666666
