date,station,pick1,pick2,pick3,pick1_hit,pick2_hit,pick3_hit,top3_any_hit,long_rate_p1,long_rate_p2,long_rate_p3,rate_7_p1,rate_7_p2,rate_7_p3,rate_14_p1,rate_14_p2,rate_14_p3,rate_30_p1,rate_30_p2,rate_30_p3,month_rate_p1,month_rate_p2,month_rate_p3,station_rate_p1,station_rate_p2,station_rate_p3,station_recent_rate_p1,station_recent_rate_p2,station_recent_rate_p3
2025-09-12,Hai Phong,69,68,62,0,0,0,0,0.2320860927611894,0.24818998886508553,0.24039778107287774,0.4712971856958689,0.4712971856958689,0.4712971856958689,0.483594022540236,0.3783308646454991,0.43096244359286756,0.2594143214132241,0.2594143214132241,0.40941432141322415,0.5117679017665302,0.44926790176653014,0.38676790176653014,0.21866576969686555,0.25556264765334613,0.24042546695325154,0.28026730413756396,0.312525368653693,0.19962214284724136
2025-09-13,Nam Dinh,83,69,01,0,0,1,1,0.2289692096443063,0.2315666122417089,0.23520297587807254,0.571297185695869,0.4712971856958689,0.4712971856958689,0.43096244359286756,0.483594022540236,0.3783308646454991,0.33441432141322414,0.2594143214132241,0.3094143214132241,0.42284037813320485,0.48166390754496957,0.42284037813320485,0.23045470954463212,0.21434096546880274,0.2370897806346795,0.19962214284724136,0.26413827187949945,0.2963963363956285
2025-09-14,Thai Binh,01,83,51,0,0,0,0,0.23572245639755307,0.22844972912482578,0.2237744044495011,0.571297185695869,0.571297185695869,0.37129718569586895,0.43096244359286756,0.43096244359286756,0.43096244359286756,0.33441432141322414,0.3094143214132241,0.43441432141322417,0.45490480157024904,0.39934924601469346,0.39934924601469346,0.2427769844261487,0.22950684224605392,0.21908030196169373,0.26413827187949945,0.28026730413756396,0.2157511751053059
2025-09-15,Ha Noi,14,68,01,0,0,1,1,0.2263718070469037,0.24818998886508553,0.23572245639755307,0.571297185695869,0.4712971856958689,0.4712971856958689,0.43096244359286756,0.43096244359286756,0.43096244359286756,0.2844143214132241,0.2594143214132241,0.3094143214132241,0.43096244359286756,0.43096244359286756,0.43096244359286756,0.2272913320084309,0.24167292357123052,0.24742556019635037,0.2963963363956285,0.3286544009117575,0.24800923962143492
2025-09-16,Quang Ninh,01,14,82,0,0,0,0,0.23624193691703357,0.2263718070469037,0.24299518367028033,0.571297185695869,0.4712971856958689,0.571297185695869,0.43096244359286756,0.43096244359286756,0.3783308646454991,0.3094143214132241,0.2844143214132241,0.33441432141322414,0.45941432141322414,0.40941432141322415,0.3594143214132241,0.24586929921511047,0.23358196462153769,0.2279108871168118,0.2318802073633704,0.18349311058917686,0.10284794929885427
2025-09-17,Bac Ninh,01,68,33,1,0,0,1,0.23624193691703357,0.24818998886508553,0.23624193691703357,0.4712971856958689,0.37129718569586895,0.4712971856958689,0.43096244359286756,0.43096244359286756,0.3783308646454991,0.3094143214132241,0.2844143214132241,0.2844143214132241,0.4375374489649754,0.4375374489649754,0.38991840134592776,0.22602052794856983,0.24303376046274752,0.23830786254214262,0.2318802073633704,0.1351060138149833,0.26413827187949945
2025-09-18,Ha Noi,01,51,68,0,0,0,0,0.23624193691703357,0.22429388496898162,0.24818998886508553,0.571297185695869,0.4712971856958689,0.37129718569586895,0.483594022540236,0.3783308646454991,0.43096244359286756,0.3094143214132241,0.43441432141322417,0.2844143214132241,0.4631039285574765,0.41764938310293104,0.41764938310293104,0.24778616126956726,0.21041193989917914,0.24155712437450258,0.26413827187949945,0.2157511751053059,0.312525368653693
2025-09-19,Hai Phong,01,23,51,0,1,0,1,0.23572245639755307,0.22741076808586475,0.2237744044495011,0.4712971856958689,0.4712971856958689,0.4712971856958689,0.43096244359286756,0.43096244359286756,0.32569928569813067,0.3094143214132241,0.33441432141322414,0.40941432141322415,0.44296897514193406,0.3994907142723688,0.3994907142723688,0.24870483796747342,0.24397894004686851,0.23263678503741672,0.18349311058917686,0.16736407833111233,0.2318802073633704
2025-09-20,Nam Dinh,23,01,00,1,0,0,1,0.22793024860534528,0.23572245639755307,0.22741076808586475,0.4712971856958689,0.37129718569586895,0.571297185695869,0.483594022540236,0.43096244359286756,0.3783308646454991,0.3594143214132241,0.3094143214132241,0.3094143214132241,0.42451193451102015,0.42451193451102015,0.3411786011776868,0.2548576880393815,0.23781223349392697,0.2520167789484724,0.2963963363956285,0.312525368653693,0.2318802073633704
2025-09-21,Thai Binh,23,69,00,0,0,0,0,0.22844972912482578,0.2320860927611894,0.22741076808586475,0.571297185695869,0.37129718569586895,0.571297185695869,0.483594022540236,0.3783308646454991,0.3783308646454991,0.3594143214132241,0.33441432141322414,0.3094143214132241,0.44753145713057935,0.44753145713057935,0.32753145713057935,0.24349405167574514,0.25106980925150274,0.2576985971302906,0.26413827187949945,0.18349311058917686,0.312525368653693
2025-09-22,Ha Noi,23,83,68,0,0,0,0,0.22844972912482578,0.22793024860534528,0.24870946938456603,0.4712971856958689,0.37129718569586895,0.2712971856958689,0.483594022540236,0.43096244359286756,0.3783308646454991,0.3594143214132241,0.3094143214132241,0.3094143214132241,0.4303187087794032,0.3918571703178647,0.3918571703178647,0.22707362000459141,0.24623070812719677,0.24144143609654545,0.19962214284724136,0.26413827187949945,0.2963963363956285
2025-09-23,Quang Ninh,23,30,69,0,0,0,0,0.22844972912482578,0.2372808979559946,0.2320860927611894,0.4712971856958689,0.571297185695869,0.37129718569586895,0.483594022540236,0.3783308646454991,0.32569928569813067,0.3594143214132241,0.3094143214132241,0.3594143214132241,0.4143809788246105,0.34030690475053643,0.45141801586164754,0.25885714690234835,0.2579128598390811,0.22202995143492624,0.2157511751053059,0.26413827187949945,0.2157511751053059
2025-09-24,Bac Ninh,14,23,82,0,0,1,1,0.22793024860534528,0.22844972912482578,0.2424757031507998,0.4712971856958689,0.4712971856958689,0.37129718569586895,0.483594022540236,0.43096244359286756,0.43096244359286756,0.33441432141322414,0.33441432141322414,0.33441432141322414,0.4352959438665887,0.39958165815230295,0.36386737243801726,0.2380828315104692,0.21353136786552113,0.2513028503962105,0.2157511751053059,0.2318802073633704,0.2963963363956285
